Nombre completo,Correo,Estatus,Hora y fecha última conexión,Calificación
Ryan Thomas,ryan.thomas+2@example.com,Finalizado,28 de noviembre de 2024 17:26,4.02
Ashley Cobb,ashley.cobb@example.com,Finalizado,19 de febrero de 2024 09:46,1.5
John Werner,john.werner@example.com,Finalizado,21 de noviembre de 2022 22:49,7.84
Stephen Norris,stephen.norris@example.com,Finalizado,1 de junio de 2021 14:53,1.84
Larry Pope,larry.pope@example.com,Finalizado,3 de abril de 2023 19:56,2.46
Jason Parks,jason.parks+2@example.com,Finalizado,20 de marzo de 2021 17:58,9.4
Nina Romero,nina.romero@example.com,Finalizado,1 de octubre de 2024 19:29,9.61
Tricia Moreno,tricia.moreno@example.com,Finalizado,1 de octubre de 2022 01:00,5.55
Ms. Rebekah Mcbride,ms..rebekah.mcbride@example.com,Finalizado,27 de mayo de 2024 02:09,8.54
Timothy Hodge,timothy.hodge@example.com,Finalizado,25 de marzo de 2024 16:11,9.72
Anita Jensen,anita.jensen@example.com,Finalizado,7 de octubre de 2023 13:13,6.07
Courtney Oliver,courtney.oliver@example.com,Finalizado,26 de junio de 2024 08:17,0.98
Melissa Armstrong,melissa.armstrong@example.com,Finalizado,15 de junio de 2021 14:23,2.22
Ricardo Mendez,ricardo.mendez@example.com,Finalizado,21 de julio de 2024 10:11,5.71
Michael Nguyen,michael.nguyen+2@example.com,Finalizado,18 de julio de 2022 11:12,7.44
Javier Greene,javier.greene@example.com,Finalizado,12 de mayo de 2024 09:10,1.16
Deborah Campos,deborah.campos@example.com,Finalizado,10 de junio de 2020 13:46,2.08
Samantha Castaneda,samantha.castaneda@example.com,Finalizado,10 de enero de 2022 00:05,9.4
Clinton Hickman,clinton.hickman@example.com,Finalizado,30 de abril de 2020 05:02,5.3
Laura Luna,laura.luna@example.com,Finalizado,3 de octubre de 2021 14:51,7.93
Mark Stevens,mark.stevens@example.com,Finalizado,5 de septiembre de 2020 10:27,4.55
Scott Stone,scott.stone@example.com,Finalizado,3 de julio de 2024 03:00,7.6
Ann Johnson,ann.johnson@example.com,En Curso,26 de septiembre de 2020 09:52,3.59
Bill Reynolds,bill.reynolds@example.com,Finalizado,1 de noviembre de 2021 12:59,4.23
David Anderson,david.anderson+5@example.com,Finalizado,21 de febrero de 2022 22:03,5.79
Meghan Roberts,meghan.roberts@example.com,Finalizado,25 de noviembre de 2022 22:46,0.26
Logan Townsend,logan.townsend@example.com,En Curso,3 de septiembre de 2023 06:19,5.41
Jessica Alvarez,jessica.alvarez@example.com,Finalizado,30 de mayo de 2023 16:45,9.74
Christine Long,christine.long@example.com,Finalizado,7 de junio de 2024 20:47,8.56
Teresa Fields,teresa.fields@example.com,Finalizado,2 de septiembre de 2023 12:06,0.01
Caitlin Hart,caitlin.hart@example.com,Finalizado,12 de diciembre de 2024 16:11,3.31
Monica Jones,monica.jones@example.com,Finalizado,1 de febrero de 2020 11:57,1.85
Laura Jackson,laura.jackson@example.com,Finalizado,20 de septiembre de 2023 03:48,5.47
Abigail Conway,abigail.conway@example.com,Finalizado,6 de agosto de 2023 04:46,7.28
Kevin Price,kevin.price@example.com,Finalizado,29 de septiembre de 2023 15:05,0.8
Bradley Taylor,bradley.taylor@example.com,Finalizado,1 de junio de 2024 18:36,9.19
Trevor Tran,trevor.tran@example.com,Finalizado,10 de enero de 2023 21:17,0.66
Dale Larson,dale.larson@example.com,Finalizado,14 de septiembre de 2020 21:05,7.88
Melissa Hall,melissa.hall@example.com,Finalizado,28 de enero de 2021 01:53,2.81
Maureen Parker,maureen.parker@example.com,Finalizado,29 de febrero de 2020 02:26,8.71
Samantha Patel,samantha.patel+2@example.com,Finalizado,1 de marzo de 2020 14:56,4.81
Eric Anderson,eric.anderson+2@example.com,Finalizado,22 de octubre de 2024 09:51,0.62
Timothy Grant,timothy.grant@example.com,Finalizado,28 de septiembre de 2020 18:43,9.22
Mary Bowen,mary.bowen@example.com,Finalizado,29 de agosto de 2020 10:29,5.83
Daniel Chapman,daniel.chapman@example.com,Finalizado,26 de noviembre de 2023 17:56,9.79
Mary Lewis,mary.lewis@example.com,Finalizado,15 de junio de 2022 17:42,5.76
Anne Arellano,anne.arellano@example.com,Finalizado,24 de septiembre de 2021 22:54,1.03
Robert Rice,robert.rice@example.com,Finalizado,13 de diciembre de 2024 18:40,3.38
Mark Cox,mark.cox@example.com,Finalizado,14 de febrero de 2023 12:20,0.85
Keith Mercado,keith.mercado@example.com,Finalizado,5 de diciembre de 2022 12:21,2.4
Raymond Garza,raymond.garza@example.com,Finalizado,2 de diciembre de 2022 22:34,3.54
Megan Mejia,megan.mejia@example.com,Finalizado,21 de octubre de 2023 16:13,9.54
Kristin Coleman,kristin.coleman@example.com,Finalizado,11 de junio de 2023 11:16,6.42
Shawn Mcdowell,shawn.mcdowell@example.com,Finalizado,19 de agosto de 2020 21:55,6.5
Tanner Barron,tanner.barron@example.com,En Curso,11 de junio de 2020 06:13,9.24
Sheryl Jimenez,sheryl.jimenez@example.com,Finalizado,20 de agosto de 2020 03:51,0.91
Joseph Macdonald,joseph.macdonald@example.com,Finalizado,15 de noviembre de 2020 07:24,0.24
Teresa Smith,teresa.smith@example.com,Finalizado,3 de diciembre de 2024 00:02,1.27
Jeffery Mendez,jeffery.mendez@example.com,Finalizado,17 de febrero de 2022 01:30,2.2
Lisa Morales,lisa.morales@example.com,Finalizado,22 de agosto de 2022 03:13,4.38
Derek Carroll,derek.carroll@example.com,Finalizado,13 de noviembre de 2024 23:17,7.93
Guy Smith,guy.smith@example.com,Finalizado,14 de octubre de 2021 00:13,3.41
Brooke Jennings,brooke.jennings@example.com,Finalizado,3 de mayo de 2024 13:32,0.12
Michelle Martinez,michelle.martinez+3@example.com,Finalizado,31 de enero de 2023 15:01,2.96
Molly Robinson,molly.robinson@example.com,Finalizado,28 de noviembre de 2022 16:20,7.17
Brian Rodriguez,brian.rodriguez+2@example.com,Finalizado,4 de abril de 2021 01:27,1.87
Diana Miller,diana.miller@example.com,Finalizado,18 de abril de 2023 04:45,2.81
Janet Allen,janet.allen@example.com,Finalizado,7 de diciembre de 2021 04:44,2.91
Patricia Wallace,patricia.wallace@example.com,Finalizado,18 de abril de 2023 13:47,8.14
Bryan Lewis,bryan.lewis@example.com,Finalizado,25 de octubre de 2022 04:32,8.09
Jason Sherman,jason.sherman@example.com,Finalizado,17 de enero de 2024 12:50,5.02
Jason Jacobs,jason.jacobs@example.com,Finalizado,16 de diciembre de 2021 08:05,8.9
Shane Bowen,shane.bowen@example.com,Finalizado,17 de marzo de 2021 16:35,1.44
Bruce Fernandez,bruce.fernandez@example.com,Finalizado,19 de febrero de 2022 10:08,8.87
Cindy Rodriguez,cindy.rodriguez@example.com,Finalizado,26 de octubre de 2020 14:46,2.61
Andrew Rogers,andrew.rogers@example.com,Finalizado,12 de agosto de 2022 06:06,9.15
Jason Simmons,jason.simmons@example.com,Finalizado,11 de enero de 2024 18:43,6.12
Jonathon Lutz,jonathon.lutz@example.com,Finalizado,12 de enero de 2022 21:35,5.62
Gregory Phillips,gregory.phillips@example.com,Finalizado,4 de agosto de 2021 13:42,3.02
Caleb Williams,caleb.williams@example.com,Finalizado,2 de enero de 2024 22:02,6.12
Charles Hansen,charles.hansen@example.com,Finalizado,3 de octubre de 2023 02:46,4.35
Philip Goodman,philip.goodman@example.com,Finalizado,24 de marzo de 2020 14:45,1.49
Adam Ford,adam.ford@example.com,Finalizado,13 de noviembre de 2022 00:45,0.06
Angela Marquez,angela.marquez@example.com,Finalizado,1 de octubre de 2022 01:20,5.54
Ashley Boone,ashley.boone@example.com,Finalizado,8 de abril de 2024 20:48,2.39
Elaine Lewis,elaine.lewis@example.com,Finalizado,3 de julio de 2024 06:09,4.62
Gary Lawson,gary.lawson@example.com,Finalizado,5 de marzo de 2024 00:18,2.5
Troy Martinez,troy.martinez@example.com,Finalizado,2 de febrero de 2020 23:42,7.32
Kristin Taylor,kristin.taylor@example.com,Finalizado,29 de diciembre de 2023 16:16,8.54
Christopher Torres,christopher.torres+2@example.com,Finalizado,21 de junio de 2020 07:23,2.6
Sarah Mcdonald,sarah.mcdonald@example.com,Finalizado,7 de febrero de 2022 06:07,9.14
Paige Faulkner,paige.faulkner@example.com,Finalizado,29 de diciembre de 2021 16:25,1.03
Colin Burke,colin.burke@example.com,Finalizado,24 de junio de 2023 12:49,1.86
Joseph Johnson,joseph.johnson+3@example.com,Finalizado,25 de enero de 2020 04:50,9.28
Jenny Marshall,jenny.marshall@example.com,Finalizado,3 de abril de 2020 02:16,3.23
Kara Anderson,kara.anderson@example.com,Finalizado,15 de diciembre de 2020 08:30,8.36
Shannon Young,shannon.young@example.com,Finalizado,28 de agosto de 2022 02:31,1.37
Nicholas Miller,nicholas.miller@example.com,Finalizado,31 de diciembre de 2022 08:49,7.51
Jose Erickson,jose.erickson@example.com,Finalizado,26 de enero de 2024 00:03,9.39
Timothy Wilson,timothy.wilson@example.com,Finalizado,18 de septiembre de 2024 10:14,3.81
Sally Campbell,sally.campbell@example.com,Finalizado,23 de junio de 2023 03:19,1.57
Kathryn Guzman,kathryn.guzman@example.com,Finalizado,11 de febrero de 2022 21:08,6.63
Catherine Edwards,catherine.edwards+2@example.com,En Curso,26 de agosto de 2024 04:46,9.09
Tracy Figueroa,tracy.figueroa@example.com,Finalizado,11 de junio de 2023 03:40,3.12
Kenneth Morrow,kenneth.morrow@example.com,Finalizado,2 de diciembre de 2024 19:11,5.15
Stacie Lopez,stacie.lopez@example.com,Finalizado,3 de septiembre de 2023 15:06,1.94
Sherry Haynes,sherry.haynes@example.com,Finalizado,28 de diciembre de 2020 00:30,4.65
Katrina Ryan,katrina.ryan@example.com,Finalizado,12 de mayo de 2023 19:41,2.25
Ryan Young,ryan.young@example.com,Finalizado,16 de enero de 2022 05:10,0.94
Erin Herring,erin.herring@example.com,Finalizado,18 de abril de 2022 03:34,0.06
Jessica Maldonado,jessica.maldonado@example.com,Finalizado,24 de mayo de 2023 09:22,2.26
Clinton Martinez,clinton.martinez@example.com,Finalizado,8 de julio de 2020 16:59,2.32
Joel Smith,joel.smith@example.com,Finalizado,16 de septiembre de 2021 15:01,4.03
Randy Macdonald,randy.macdonald@example.com,Finalizado,3 de marzo de 2024 22:04,9.98
Nicholas Cook,nicholas.cook@example.com,Finalizado,12 de junio de 2022 23:53,1.84
Carrie Cox,carrie.cox+2@example.com,Finalizado,18 de diciembre de 2024 08:05,7.93
David Rowland,david.rowland@example.com,Finalizado,27 de octubre de 2024 07:39,5.04
Tracy Cruz,tracy.cruz@example.com,Finalizado,28 de septiembre de 2021 06:03,1.8
Daniel Ramsey,daniel.ramsey@example.com,En Curso,27 de diciembre de 2024 00:53,3.58
Morgan Vaughn,morgan.vaughn@example.com,Finalizado,10 de julio de 2022 06:40,7.43
Paul Perkins,paul.perkins@example.com,Finalizado,3 de julio de 2020 07:47,5.42
Latasha Jones,latasha.jones@example.com,Finalizado,18 de abril de 2020 17:41,3.09
Christopher Jackson,christopher.jackson@example.com,Finalizado,17 de diciembre de 2020 08:19,5.78
Julie Nelson,julie.nelson@example.com,Finalizado,21 de septiembre de 2024 11:09,2.01
Ashley Tran,ashley.tran@example.com,En Curso,1 de enero de 2023 08:09,2.81
Justin Webster,justin.webster@example.com,Finalizado,23 de abril de 2020 13:18,6.09
Benjamin Flores,benjamin.flores@example.com,Finalizado,28 de junio de 2024 14:15,5.38
Andrew Burton,andrew.burton@example.com,Finalizado,14 de enero de 2020 17:05,8.64
Katie Lopez,katie.lopez+2@example.com,Finalizado,27 de abril de 2020 04:46,4.33
Scott Nunez,scott.nunez@example.com,Finalizado,15 de octubre de 2022 17:22,4.27
James Santiago,james.santiago@example.com,En Curso,17 de abril de 2022 18:18,4.25
Patricia Harper,patricia.harper@example.com,Finalizado,12 de abril de 2020 05:21,3.48
Alisha Washington,alisha.washington@example.com,En Curso,3 de septiembre de 2020 10:36,8.1
Nathaniel Hughes,nathaniel.hughes@example.com,Finalizado,15 de enero de 2020 16:03,9.41
Douglas Daniels,douglas.daniels@example.com,Finalizado,13 de abril de 2024 17:16,4.26
Ellen James,ellen.james@example.com,Finalizado,10 de mayo de 2020 03:41,9.74
Jenna Butler,jenna.butler@example.com,Finalizado,11 de mayo de 2023 01:01,6.28
Wanda Gray,wanda.gray@example.com,Finalizado,26 de abril de 2020 15:17,2.34
Chad Johnson,chad.johnson@example.com,Finalizado,18 de mayo de 2024 01:38,9.39
Eric Moreno,eric.moreno@example.com,Finalizado,2 de noviembre de 2021 21:12,9.72
Benjamin Morgan,benjamin.morgan@example.com,Finalizado,10 de marzo de 2024 23:48,2.99
Mindy Wilson,mindy.wilson@example.com,Finalizado,22 de agosto de 2023 21:06,8.5
Jessica Nguyen,jessica.nguyen+2@example.com,Finalizado,17 de enero de 2024 03:59,5.4
Sara White,sara.white@example.com,Finalizado,24 de agosto de 2020 01:34,3.44
Hector Williams,hector.williams+2@example.com,Finalizado,24 de febrero de 2024 18:05,2.89
Destiny George,destiny.george@example.com,Finalizado,20 de enero de 2020 08:42,3.26
Lori Matthews,lori.matthews@example.com,Finalizado,16 de octubre de 2020 00:42,9.3
Rebekah Hayes,rebekah.hayes@example.com,Finalizado,11 de noviembre de 2023 14:18,6.98
Brett Brock,brett.brock@example.com,Finalizado,7 de mayo de 2022 14:03,0.3
Brandy Shaw,brandy.shaw@example.com,Finalizado,12 de diciembre de 2024 03:52,9.45
Glenda Reed,glenda.reed@example.com,Finalizado,5 de junio de 2024 18:06,7.81
Ms. Tabitha Nelson,ms..tabitha.nelson@example.com,Finalizado,9 de febrero de 2021 14:53,0.43
Gary Owens,gary.owens@example.com,Finalizado,10 de diciembre de 2023 05:18,1.3
Scott Thompson,scott.thompson@example.com,Finalizado,20 de noviembre de 2020 04:55,7.27
Amanda Gonzalez,amanda.gonzalez+2@example.com,Finalizado,3 de septiembre de 2023 06:43,4.54
Kathy West,kathy.west@example.com,Finalizado,22 de diciembre de 2023 08:10,10.0
Dr. Matthew Huber,dr..matthew.huber@example.com,Finalizado,4 de septiembre de 2024 20:05,5.1
Marilyn Murphy,marilyn.murphy@example.com,En Curso,28 de noviembre de 2022 13:33,7.21
Jeffrey Carter,jeffrey.carter+2@example.com,Finalizado,7 de enero de 2021 05:16,5.43
Jacob Contreras,jacob.contreras@example.com,Finalizado,15 de abril de 2022 19:21,4.45
Glen Myers,glen.myers@example.com,En Curso,20 de junio de 2024 14:24,3.63
Scott Bush,scott.bush@example.com,Finalizado,5 de marzo de 2024 22:58,4.24
Theresa Jones,theresa.jones@example.com,Finalizado,27 de marzo de 2023 00:54,7.22
Christopher Medina,christopher.medina+2@example.com,Finalizado,18 de agosto de 2024 13:21,7.43
Kenneth Baldwin,kenneth.baldwin@example.com,Finalizado,18 de agosto de 2023 19:36,4.37
Jennifer Dixon,jennifer.dixon@example.com,Finalizado,28 de agosto de 2020 19:44,4.54
William Henson,william.henson@example.com,Finalizado,3 de agosto de 2022 03:43,1.45
Stacy Farley,stacy.farley@example.com,Finalizado,31 de julio de 2023 22:17,6.32
Casey Stevens,casey.stevens+2@example.com,Finalizado,19 de julio de 2020 00:22,7.56
Gloria Delacruz,gloria.delacruz@example.com,Finalizado,3 de septiembre de 2020 12:28,3.24
Christine Bruce,christine.bruce@example.com,Finalizado,5 de noviembre de 2022 18:36,7.79
Kimberly Wilkins,kimberly.wilkins+2@example.com,Finalizado,20 de septiembre de 2022 09:21,3.85
Jacqueline Gaines,jacqueline.gaines@example.com,Finalizado,4 de octubre de 2023 01:52,7.66
Jordan Castro,jordan.castro@example.com,Finalizado,31 de marzo de 2022 07:00,0.86
Christina Jacobson,christina.jacobson@example.com,Finalizado,6 de agosto de 2022 10:50,1.74
Ryan Lewis,ryan.lewis@example.com,Finalizado,31 de marzo de 2021 23:15,9.2
Mary Long,mary.long@example.com,Finalizado,20 de diciembre de 2021 13:59,2.63
Steven Jones,steven.jones@example.com,Finalizado,18 de noviembre de 2023 17:54,0.8
Robin Chavez,robin.chavez@example.com,Finalizado,24 de febrero de 2023 15:56,7.33
Darryl Johnson,darryl.johnson@example.com,Finalizado,25 de diciembre de 2021 04:11,3.3
Sarah Cook,sarah.cook@example.com,Finalizado,31 de julio de 2024 05:37,2.94
Stephanie Dickerson,stephanie.dickerson@example.com,Finalizado,8 de junio de 2023 07:48,1.87
Emily Jackson,emily.jackson@example.com,Finalizado,26 de julio de 2024 15:41,4.3
Sabrina White,sabrina.white@example.com,Finalizado,19 de marzo de 2022 01:54,1.78
Anthony Thomas,anthony.thomas+3@example.com,Finalizado,9 de junio de 2024 23:13,6.57
Jared Terry,jared.terry@example.com,Finalizado,10 de agosto de 2022 17:25,6.78
Gabriella Ware,gabriella.ware@example.com,En Curso,5 de mayo de 2020 22:49,9.6
Stephen Peck,stephen.peck@example.com,Finalizado,2 de mayo de 2020 01:42,6.04
Christopher Ramirez,christopher.ramirez@example.com,Finalizado,17 de febrero de 2023 06:00,6.88
Jamie Edwards,jamie.edwards@example.com,Finalizado,21 de marzo de 2021 09:31,9.55
Jeffrey Ross,jeffrey.ross@example.com,Finalizado,11 de agosto de 2024 04:39,2.23
Matthew Scott,matthew.scott@example.com,Finalizado,30 de enero de 2020 09:45,8.95
Robert Hall,robert.hall+2@example.com,Finalizado,12 de octubre de 2023 21:58,5.52
James Guerra,james.guerra@example.com,Finalizado,2 de septiembre de 2021 09:56,5.55
Alexandra Johnson,alexandra.johnson@example.com,Finalizado,29 de mayo de 2020 22:30,3.28
Rhonda Andrade,rhonda.andrade@example.com,Finalizado,29 de agosto de 2024 14:58,9.78
David Oconnor,david.oconnor+2@example.com,Finalizado,31 de diciembre de 2022 15:53,1.8
Amber Martin,amber.martin+2@example.com,Finalizado,19 de octubre de 2024 10:55,6.71
Dana Terry,dana.terry@example.com,Finalizado,8 de marzo de 2021 01:40,5.22
David Walsh,david.walsh@example.com,Finalizado,25 de febrero de 2023 19:55,8.95
Andrew Boyer,andrew.boyer@example.com,Finalizado,22 de julio de 2021 08:04,2.9
Colin Krueger,colin.krueger@example.com,Finalizado,21 de abril de 2020 19:14,9.65
Michele Hensley,michele.hensley@example.com,Finalizado,23 de septiembre de 2024 12:34,6.86
Jason Ross,jason.ross@example.com,Finalizado,25 de febrero de 2023 19:35,5.29
Stacy Hughes,stacy.hughes@example.com,Finalizado,5 de octubre de 2022 00:03,5.3
Deborah Rogers,deborah.rogers@example.com,Finalizado,23 de octubre de 2024 20:33,1.54
Nathan Mccarthy,nathan.mccarthy@example.com,Finalizado,5 de febrero de 2024 12:47,5.0
Allen Chang,allen.chang@example.com,Finalizado,5 de noviembre de 2020 15:01,3.32
Amanda Zimmerman,amanda.zimmerman@example.com,Finalizado,10 de diciembre de 2021 03:24,9.17
Luis Parker,luis.parker@example.com,Finalizado,24 de mayo de 2024 11:54,4.1
Melissa Lowery,melissa.lowery@example.com,Finalizado,13 de junio de 2023 09:05,8.01
Larry Cordova,larry.cordova@example.com,Finalizado,20 de agosto de 2023 10:36,7.01
Lauren Castaneda,lauren.castaneda@example.com,Finalizado,28 de enero de 2021 04:20,5.92
Lance Baker,lance.baker@example.com,Finalizado,21 de marzo de 2024 16:10,1.51
Sarah Jones,sarah.jones@example.com,Finalizado,14 de noviembre de 2021 23:40,2.89
Craig Peterson,craig.peterson@example.com,Finalizado,28 de enero de 2020 13:48,9.11
Jose Robbins,jose.robbins@example.com,Finalizado,22 de julio de 2021 09:25,1.89
Eric Kim,eric.kim@example.com,Finalizado,3 de diciembre de 2021 13:29,2.92
Taylor Clark,taylor.clark@example.com,Finalizado,17 de abril de 2020 00:12,9.09
James Alexander,james.alexander@example.com,Finalizado,30 de mayo de 2024 08:54,0.51
Miranda Johnson,miranda.johnson@example.com,En Curso,6 de diciembre de 2024 06:18,9.75
Diane Anderson,diane.anderson@example.com,Finalizado,24 de agosto de 2022 03:09,1.98
Diana Morris,diana.morris@example.com,Finalizado,12 de agosto de 2024 10:45,7.26
David Harrington,david.harrington@example.com,Finalizado,11 de noviembre de 2021 11:31,9.0
Michael Simmons,michael.simmons@example.com,Finalizado,18 de abril de 2022 00:38,9.65
Matthew Moore,matthew.moore+2@example.com,Finalizado,6 de abril de 2020 02:15,0.17
Shane Blackburn,shane.blackburn@example.com,Finalizado,11 de enero de 2024 14:48,6.86
Johnny Williams,johnny.williams@example.com,Finalizado,9 de diciembre de 2021 07:50,7.31
Scott Bishop,scott.bishop@example.com,Finalizado,11 de octubre de 2020 12:46,2.6
Rachel Patterson,rachel.patterson@example.com,Finalizado,26 de julio de 2022 20:43,5.07
